"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1146","test_login_success[chromium-user-user]","tests","2025-09-24","passed","2025-09-24","","test_login","",""
"","1122","test_login_failure[chromium]","tests","2025-09-24","passed","2025-09-24","","test_login","",""
"","1179","test_login_success[chromium-admin-admin]","tests","2025-09-24","passed","2025-09-24","","test_login","",""
